50.4660912,4.4180279,0.1
50.4660912,4.4180279,-0.02
50.4660912,4.4180298,-0.02
50.4660912,4.4180298,-0.12
50.4660912,4.4180312,-0.03
50.4660912,4.4180312,-0.03
50.4660912,4.4180331,0.03
50.4660912,4.418035,0.03
50.4660912,4.418035,0.12
50.4660912,4.4180431,0.17
50.4660912,4.4180446,0.17
50.4660912,4.4180465,-0.12
50.4660912,4.4180498,-0.12
50.4660912,4.4180512,0.01
50.4660912,4.4180532,0.01
50.4660912,4.4180532,0.12
50.4660912,4.4180598,0.12
50.4660912,4.4180632,0.12
50.466095,4.4180665,0.05
50.466095,4.4180679,0.05
50.466095,4.4180713,0.1
50.466095,4.4180713,-0.05
50.466095,4.4180732,-0.05
50.466095,4.4180746,0.02
50.4660988,4.4180746,0.02
50.4660988,4.4180765,-0.04
50.4660988,4.4180765,-0.04
50.4661026,4.4180765,0.05
50.4661026,4.4180765,0.17
50.4661026,4.4180779,0.17
50.4661026,4.4180779,0.18
50.4661064,4.4180779,0.18
50.4661064,4.4180794,0.14
50.4661102,4.4180818,0.29
50.4661102,4.4180818,0.29
50.466114,4.4180865,0.24
50.466114,4.4180865,0.24
50.4661179,4.4180913,0.16
50.4661179,4.4180946,0.16
50.4661179,4.4180946,0.1
50.4661217,4.4180965,0.16
50.4661217,4.418098,0.16
50.4661255,4.4180994,0.28
50.4661255,4.4181018,0.28
50.4661255,4.4181032,0.06
50.4661255,4.4181066,0.14
50.4661255,4.418108,0.14
50.4661255,4.4181113,0.39
50.4661293,4.4181166,0.39
50.4661293,4.4181194,0.52
50.4661293,4.4181232,0.52
50.4661293,4.4181266,0.44
50.4661293,4.4181294,0.43
50.4661293,4.4181347,0.43
50.4661331,4.418138,0.38
50.4661331,4.4181395,0.38
50.4661369,4.4181433,0.29
50.4661369,4.4181466,0.19
50.4661369,4.418148,0.19
50.4661407,4.4181533,0.17
50.4661407,4.4181533,0.17
50.4661407,4.4181666,0.43
50.4661407,4.4181695,0.43
50.4661407,4.4181781,0.19
50.4661407,4.4181848,0.21
50.4661446,4.4181895,0.21
50.4661446,4.4181948,0.12
50.4661446,4.4181995,0.12
50.4661446,4.4182048,0.13
50.4661446,4.4182096,-0.05
50.4661446,4.4182148,-0.05
50.4661484,4.4182196,-0.01
50.4661484,4.4182248,-0.01
50.4661484,4.4182281,-0.17
50.4661484,4.4182334,-0.17
50.4661484,4.4182334,-0.14
50.4661522,4.418251,-0.25
50.4661522,4.4182563,-0.25
50.4661522,4.4182615,-0.15
50.4661522,4.4182663,-0.15
50.4661522,4.4182711,-0.22
50.4661522,4.4182763,-0.02
50.4661522,4.4182796,-0.02
50.4661522,4.4182849,0.14
50.4661522,4.4182882,0.14
50.4661522,4.418293,0.16
50.4661522,4.4182978,0.16
50.4661522,4.4183016,0.02
50.4661522,4.4183078,-0.04
50.4661522,4.4183164,-0.04
50.4661522,4.4183216,0.16
50.4661522,4.4183249,0.16
50.4661522,4.4183278,-0.05
50.4661522,4.4183331,0.13
50.4661522,4.4183364,0.13
50.4661522,4.4183416,-0.06
50.4661522,4.418345,-0.06
50.4661522,4.4183464,-0.13
50.4661522,4.4183464,-0.13
50.4661522,4.4183631,0.01
50.4661522,4.4183664,0.03
50.4661522,4.4183717,0.03
50.4661522,4.4183764,-0.1
50.4661522,4.4183798,-0.1
50.4661522,4.4183817,0.08
50.4661522,4.418385,0.1
50.4661522,4.418385,0.1
50.466156,4.4183931,0
50.466156,4.4183965,0
50.466156,4.4183998,-0.02
50.4661598,4.4184012,-0.02
50.4661636,4.4184046,0.16
50.4661636,4.4184079,0.1
50.4661636,4.4184098,0.1
50.4661674,4.4184165,0.28
50.4661674,4.4184198,0.32
50.4661674,4.4184217,0.42
50.4661674,4.4184246,0.63
50.4661636,4.4184279,0.63
50.4661636,4.4184313,0.45
50.4661636,4.4184346,0.45
50.4661636,4.418438,0.67
50.4661636,4.4184432,0.67
50.4661674,4.4184513,0.62
50.4661674,4.4184566,0.27
50.4661713,4.4184632,0.27
50.4661713,4.418468,0.2
50.4661713,4.4184747,-0.04
50.4661713,4.4184794,-0.04
50.4661713,4.4184866,0.07
50.4661713,4.4184914,0.07
50.4661751,4.4184966,0.05
50.4661751,4.4185014,0.05
50.4661789,4.4185047,0.09
50.4661789,4.4185095,0.09
50.4661789,4.4185147,-0.1
50.4661827,4.4185181,-0.19
50.4661827,4.4185233,-0.19
50.4661827,4.4185262,-0.03
50.4661865,4.4185314,-0.03
50.4661865,4.4185362,-0.06
50.4661865,4.4185414,-0.05
50.4661903,4.4185481,-0.05
50.4661903,4.4185534,0.19
50.4661942,4.4185581,0.19
50.4661942,4.4185596,0.12
50.4662018,4.4185648,0.12
50.4662018,4.4185681,0.33
50.4662056,4.418571,-0.01
50.4662094,4.4185796,-0.01
50.4662094,4.4185834,-0.07
50.4662132,4.4185863,-0.07
50.466217,4.4185896,-0.02
50.466217,4.418591,-0.07
50.4662209,4.4185948,-0.07
50.4662247,4.4185963,0.1
50.4662285,4.4186015,0.1
50.4662323,4.4186049,-0.02
50.4662323,4.4186049,-0.02
50.4662361,4.4186134,-0.03
50.4662361,4.4186149,0.01
50.4662437,4.4186163,0.01
50.4662437,4.4186196,0.03
50.4662514,4.4186215,0.03
50.4662514,4.418623,-0.07
50.4662552,4.418623,-0.05
50.4662552,4.4186249,-0.05
50.466259,4.4186249,0.05
50.4662628,4.4186263,0.05
50.4662666,4.4186249,-0.04
50.4662704,4.4186249,-0.04
50.4662704,4.4186249,-0.04
50.4662704,4.4186263,-0.08
50.4662743,4.4186263,-0.08
50.4662781,4.4186263,0.13
50.4662857,4.4186282,0.13
50.4662857,4.4186282,0.27
50.4662895,4.4186296,0.24
50.4662895,4.4186296,0.24
50.4662933,4.4186311,0.03
50.4662933,4.418633,0.03
50.4662971,4.4186349,0.21
50.466301,4.4186349,0.21
50.4663048,4.4186363,0
50.4663086,4.4186382,0.13
50.4663086,4.4186397,0.13
50.4663124,4.4186416,0.43
50.4663124,4.418643,0.43
50.4663162,4.4186449,0.27
50.4663239,4.4186463,0.26
50.4663277,4.4186478,0.26
50.4663277,4.4186497,0.28
50.4663315,4.4186511,0.28
50.4663315,4.4186511,0.19
50.4663353,4.418653,0.19
50.4663353,4.418653,0.13
50.4663391,4.418653,0.12
50.4663429,4.4186549,0.12
50.4663506,4.4186563,0.05
50.4663506,4.4186563,0.05
50.4663582,4.4186563,0.21
50.466362,4.4186578,0.28
50.4663658,4.4186597,0.28
50.4663696,4.4186616,0.23
